surah,muqattaat_letters,letter,calculation_type,calculation_description,value,comparison_context
12,ا ل ر,ر,ratio_current,Letter ratio in current surah (count/total),0.034492050660199405,Current surah with Muqatta'at
12,ا ل ر,ر,ratio_previous,Letter ratio in previous surah (count/total),0.0407495912463841,Previous surah (surah 11)
12,ا ل ر,ر,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.034103569847835045,All surahs before current (surahs 1-11)
12,ا ل ر,ر,ratio_next,Letter ratio in next surah (count/total),0.03755868544600939,Next surah (surah 13)
12,ا ل ر,ر,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.03905777316799113,All surahs after current (surahs 13-114)
12,ا ل ر,ر,diff_vs_previous,Difference between current and previous surah ratios,-0.006257540586184697,Current vs Previous surah ratio difference
12,ا ل ر,ر,diff_vs_all_previous,Difference between current and all previous surahs ratios,0.0003884808123643599,Current vs All Previous surahs ratio difference
12,ا ل ر,ر,diff_vs_next,Difference between current and next surah ratios,-0.003066634785809985,Current vs Next surah ratio difference
12,ا ل ر,ر,diff_vs_all_after,Difference between current and all subsequent surahs ratios,-0.0045657225077917266,Current vs All Subsequent surahs ratio difference
13,ا ل م ر,ا,count_current,Letter count in current surah,470,Current surah with Muqatta'at
13,ا ل م ر,ا,count_previous,Letter count in previous surah,937,Previous surah (surah 12)
13,ا ل م ر,ا,count_all_previous,Letter count in all previous surahs,18042,All surahs before current (surahs 1-12)
13,ا ل م ر,ا,count_next,Letter count in next surah,455,Next surah (surah 14)
13,ا ل م ر,ا,count_all_after,Letter count in all subsequent surahs,25037,All surahs after current (surahs 14-114)
13,ا ل م ر,ا,ratio_current,Letter ratio in current surah (count/total),0.12979839823253245,Current surah with Muqatta'at
13,ا ل م ر,ا,ratio_previous,Letter ratio in previous surah (count/total),0.12624629479924548,Previous surah (surah 12)
13,ا ل م ر,ا,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.1303010168708112,All surahs before current (surahs 1-12)
13,ا ل م ر,ا,ratio_next,Letter ratio in next surah (count/total),0.12656467315716272,Next surah (surah 14)
13,ا ل م ر,ا,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.1296837285431623,All surahs after current (surahs 14-114)
13,ا ل م ر,ا,diff_vs_previous,Difference between current and previous surah ratios,0.0035521034332869628,Current vs Previous surah ratio difference
13,ا ل م ر,ا,diff_vs_all_previous,Difference between current and all previous surahs ratios,-0.0005026186382787456,Current vs All Previous surahs ratio difference
13,ا ل م ر,ا,diff_vs_next,Difference between current and next surah ratios,0.003233725075369731,Current vs Next surah ratio difference
13,ا ل م ر,ا,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.00011466968937015598,Current vs All Subsequent surahs ratio difference
13,ا ل م ر,ل,count_current,Letter count in current surah,479,Current surah with Muqatta'at
13,ا ل م ر,ل,count_previous,Letter count in previous surah,810,Previous surah (surah 12)
13,ا ل م ر,ل,count_all_previous,Letter count in all previous surahs,16028,All surahs before current (surahs 1-12)
13,ا ل م ر,ل,count_next,Letter count in next surah,450,Next surah (surah 14)
13,ا ل م ر,ل,count_all_after,Letter count in all subsequent surahs,21693,All surahs after current (surahs 14-114)
13,ا ل م ر,ل,ratio_current,Letter ratio in current surah (count/total),0.13228389947528307,Current surah with Muqatta'at
13,ا ل م ر,ل,ratio_previous,Letter ratio in previous surah (count/total),0.10913500404203719,Previous surah (surah 12)
13,ا ل م ر,ل,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.11575571989831292,All surahs before current (surahs 1-12)
13,ا ل م ر,ل,ratio_next,Letter ratio in next surah (count/total),0.12517385257301808,Next surah (surah 14)
13,ا ل م ر,ل,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.11236286788700003,All surahs after current (surahs 14-114)
13,ا ل م ر,ل,diff_vs_previous,Difference between current and previous surah ratios,0.023148895433245886,Current vs Previous surah ratio difference
13,ا ل م ر,ل,diff_vs_all_previous,Difference between current and all previous surahs ratios,0.016528179576970156,Current vs All Previous surahs ratio difference
13,ا ل م ر,ل,diff_vs_next,Difference between current and next surah ratios,0.007110046902264994,Current vs Next surah ratio difference
13,ا ل م ر,ل,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.01992103158828304,Current vs All Subsequent surahs ratio difference
13,ا ل م ر,م,count_current,Letter count in current surah,258,Current surah with Muqatta'at
13,ا ل م ر,م,count_previous,Letter count in previous surah,488,Previous surah (surah 12)
13,ا ل م ر,م,count_all_previous,Letter count in all previous surahs,11271,All surahs before current (surahs 1-12)
13,ا ل م ر,م,count_next,Letter count in next surah,303,Next surah (surah 14)
13,ا ل م ر,م,count_all_after,Letter count in all subsequent surahs,15220,All surahs after current (surahs 14-114)
13,ا ل م ر,م,ratio_current,Letter ratio in current surah (count/total),0.07125103562551781,Current surah with Muqatta'at
13,ا ل م ر,م,ratio_previous,Letter ratio in previous surah (count/total),0.06575047157100512,Previous surah (surah 12)
13,ا ل م ر,م,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.08140021955165241,All surahs before current (surahs 1-12)
13,ا ل م ر,م,ratio_next,Letter ratio in next surah (count/total),0.08428372739916551,Next surah (surah 14)
13,ا ل م ر,م,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.07883477846494909,All surahs after current (surahs 14-114)
13,ا ل م ر,م,diff_vs_previous,Difference between current and previous surah ratios,0.0055005640545126855,Current vs Previous surah ratio difference
13,ا ل م ر,م,diff_vs_all_previous,Difference between current and all previous surahs ratios,-0.010149183926134606,Current vs All Previous surahs ratio difference
13,ا ل م ر,م,diff_vs_next,Difference between current and next surah ratios,-0.0130326917736477,Current vs Next surah ratio difference
13,ا ل م ر,م,diff_vs_all_after,Difference between current and all subsequent surahs ratios,-0.007583742839431279,Current vs All Subsequent surahs ratio difference
13,ا ل م ر,ر,count_current,Letter count in current surah,136,Current surah with Muqatta'at
13,ا ل م ر,ر,count_previous,Letter count in previous surah,256,Previous surah (surah 12)
13,ا ل م ر,ر,count_all_previous,Letter count in all previous surahs,4725,All surahs before current (surahs 1-12)
13,ا ل م ر,ر,count_next,Letter count in next surah,159,Next surah (surah 14)
13,ا ل م ر,ر,count_all_after,Letter count in all subsequent surahs,7546,All surahs after current (surahs 14-114)
13,ا ل م ر,ر,ratio_current,Letter ratio in current surah (count/total),0.03755868544600939,Current surah with Muqatta'at
13,ا ل م ر,ر,ratio_previous,Letter ratio in previous surah (count/total),0.034492050660199405,Previous surah (surah 12)
13,ا ل م ر,ر,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.03412439334411833,All surahs before current (surahs 1-12)
13,ا ل م ر,ر,ratio_next,Letter ratio in next surah (count/total),0.04422809457579972,Next surah (surah 14)
13,ا ل م ر,ر,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.039085889506997755,All surahs after current (surahs 14-114)
13,ا ل م ر,ر,diff_vs_previous,Difference between current and previous surah ratios,0.003066634785809985,Current vs Previous surah ratio difference
13,ا ل م ر,ر,diff_vs_all_previous,Difference between current and all previous surahs ratios,0.0034342921018910635,Current vs All Previous surahs ratio difference
13,ا ل م ر,ر,diff_vs_next,Difference between current and next surah ratios,-0.006669409129790332,Current vs Next surah ratio difference
13,ا ل م ر,ر,diff_vs_all_after,Difference between current and all subsequent surahs ratios,-0.0015272040609883644,Current vs All Subsequent surahs ratio difference
14,ا ل ر,ا,count_current,Letter count in current surah,455,Current surah with Muqatta'at
14,ا ل ر,ا,count_previous,Letter count in previous surah,470,Previous surah (surah 13)
14,ا ل ر,ا,count_all_previous,Letter count in all previous surahs,18512,All surahs before current (surahs 1-13)
14,ا ل ر,ا,count_next,Letter count in next surah,374,Next surah (surah 15)
14,ا ل ر,ا,count_all_after,Letter count in all subsequent surahs,24582,All surahs after current (surahs 15-114)
14,ا ل ر,ا,ratio_current,Letter ratio in current surah (count/total),0.12656467315716272,Current surah with Muqatta'at
14,ا ل ر,ا,ratio_previous,Letter ratio in previous surah (count/total),0.12979839823253245,Previous surah (surah 13)
14,ا ل ر,ا,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.1302882077629588,All surahs before current (surahs 1-13)
14,ا ل ر,ا,ratio_next,Letter ratio in next surah (count/total),0.12927756653992395,Next surah (surah 15)
14,ا ل ر,ا,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.12974291037489377,All surahs after current (surahs 15-114)
14,ا ل ر,ا,diff_vs_previous,Difference between current and previous surah ratios,-0.003233725075369731,Current vs Previous surah ratio difference
14,ا ل ر,ا,diff_vs_all_previous,Difference between current and all previous surahs ratios,-0.0037235346057960805,Current vs All Previous surahs ratio difference
14,ا ل ر,ا,diff_vs_next,Difference between current and next surah ratios,-0.0027128933827612334,Current vs Next surah ratio difference
14,ا ل ر,ا,diff_vs_all_after,Difference between current and all subsequent surahs ratios,-0.003178237217731056,Current vs All Subsequent surahs ratio difference
14,ا ل ر,ل,count_current,Letter count in current surah,450,Current surah with Muqatta'at
14,ا ل ر,ل,count_previous,Letter count in previous surah,479,Previous surah (surah 13)
14,ا ل ر,ل,count_all_previous,Letter count in all previous surahs,16507,All surahs before current (surahs 1-13)
14,ا ل ر,ل,count_next,Letter count in next surah,321,Next surah (surah 15)
14,ا ل ر,ل,count_all_after,Letter count in all subsequent surahs,21243,All surahs after current (surahs 15-114)
14,ا ل ر,ل,ratio_current,Letter ratio in current surah (count/total),0.12517385257301808,Current surah with Muqatta'at
14,ا ل ر,ل,ratio_previous,Letter ratio in previous surah (count/total),0.13228389947528307,Previous surah (surah 13)
14,ا ل ر,ل,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.11617693634092269,All surahs before current (surahs 1-13)
14,ا ل ر,ل,ratio_next,Letter ratio in next surah (count/total),0.11095748358105773,Next surah (surah 15)
